Soil Moisture,Temperature,Humidity,Time,Status
69,14,39,110,OFF
29,32,30,101,OFF
25,3,41,1,OFF
86,7,50,26,OFF
44,25,69,109,OFF
20,6,26,86,ON
70,20,52,11,OFF
38,29,22,3,ON
81,7,66,107,OFF
45,10,37,11,ON
35,23,39,17,ON
73,8,20,75,OFF
85,16,56,40,OFF
33,42,70,22,ON
52,35,65,61,ON
26,36,25,9,ON
41,1,34,21,OFF
83,39,30,47,ON
13,6,45,33,ON
52,24,47,59,ON
37,0,34,43,OFF
75,17,58,6,OFF
72,36,31,40,ON
46,2,48,11,ON
66,41,53,66,ON
39,32,39,91,OFF
57,8,40,63,OFF
31,4,57,108,OFF
72,28,44,37,OFF
36,43,27,64,ON
73,34,59,56,ON
5,37,69,53,ON
9,30,49,98,OFF
29,23,26,27,ON
45,34,37,46,ON
48,17,55,73,OFF
14,27,53,95,OFF
7,6,56,98,OFF
13,29,65,57,ON
70,27,31,17,OFF
35,4,33,14,ON
86,31,47,94,OFF
13,7,60,96,OFF
8,16,32,44,ON
42,7,69,10,ON
69,30,49,6,ON
20,26,42,48,ON
52,3,45,54,OFF
71,41,28,82,ON
63,14,25,36,OFF
4,20,69,82,ON
60,26,29,23,OFF
54,27,48,86,ON
83,15,22,70,OFF
27,6,20,66,OFF
35,17,70,61,ON
37,44,42,84,ON
12,37,35,82,ON
24,16,58,47,OFF
55,30,57,102,OFF
21,0,49,67,OFF
28,18,61,34,ON
12,42,29,18,ON
70,7,21,95,OFF
10,12,54,20,ON
32,9,24,35,ON
36,28,26,50,ON
36,14,59,9,ON
40,12,32,8,ON
81,38,20,60,ON
60,15,22,21,OFF
63,36,60,27,OFF
52,13,62,9,ON
12,8,27,94,OFF
31,0,67,61,OFF
70,30,70,71,ON
77,31,35,36,OFF
65,18,62,86,OFF
42,14,23,36,ON
79,43,39,16,OFF
84,6,59,36,OFF
52,21,38,58,ON
58,12,67,35,ON
65,34,69,41,ON
49,25,66,89,ON
32,39,68,0,ON
1,11,67,3,ON
4,11,38,87,ON
30,45,60,40,ON
67,43,21,37,OFF
89,19,49,77,ON
63,28,44,49,ON
24,33,20,104,OFF
70,6,52,10,OFF
37,23,37,91,OFF
45,30,52,46,ON
65,34,44,97,OFF
1,44,37,55,ON
88,22,69,72,ON
63,37,28,83,ON
9,23,46,73,ON
56,33,40,24,OFF
20,5,61,39,ON
14,11,66,6,ON
80,31,30,41,ON
72,44,23,73,ON
86,25,48,106,OFF
29,38,47,108,OFF
61,11,43,16,OFF
70,18,31,103,OFF
24,3,54,46,OFF
8,11,69,44,ON
63,21,29,51,OFF
63,7,60,110,OFF
21,36,25,110,OFF
70,19,64,10,OFF
46,42,29,93,OFF
63,34,52,77,ON
66,32,67,91,OFF
90,42,51,57,ON
44,33,30,110,OFF
73,4,58,100,OFF
7,35,60,61,ON
4,23,67,58,ON
59,28,70,9,ON
58,14,51,69,OFF
1,10,66,60,ON
5,36,28,26,ON
87,2,47,98,OFF
34,24,48,110,OFF
27,0,32,54,OFF
41,39,28,70,ON
39,23,22,40,ON
4,45,21,40,ON
3,5,21,62,ON
35,13,26,73,OFF
82,12,67,19,OFF
90,33,34,9,OFF
5,31,61,76,ON
90,40,62,87,ON
42,15,21,74,OFF
54,14,40,52,ON
41,17,20,34,ON
46,43,31,11,ON
68,11,52,29,OFF
57,10,49,5,OFF
21,8,53,29,OFF
49,4,44,62,OFF
16,9,44,26,OFF
64,14,37,41,ON
32,34,27,70,ON
28,5,48,30,ON
45,27,29,94,OFF
14,45,34,108,OFF
35,25,23,67,ON
1,27,41,103,OFF
90,13,53,25,OFF
69,25,52,29,OFF
86,42,24,79,ON
60,35,44,101,OFF
4,15,56,98,OFF
41,3,28,24,ON
72,43,51,89,ON
50,32,57,110,OFF
40,8,42,106,OFF
45,19,42,13,ON
17,11,26,78,ON
26,4,41,60,OFF
84,31,50,106,OFF
86,19,70,34,OFF
19,27,41,43,ON
58,3,69,16,ON
60,35,21,57,ON
25,34,49,40,ON
8,26,57,6,ON
90,44,69,19,OFF
86,15,59,98,OFF
26,10,25,54,OFF
14,19,35,13,ON
54,32,23,76,ON
6,12,43,56,ON
46,29,52,32,ON
12,22,44,40,ON
76,16,43,69,ON
7,23,44,108,OFF
76,37,61,65,ON
30,20,45,96,OFF
36,36,25,83,ON
19,33,43,43,ON
48,36,55,103,OFF
88,25,28,0,OFF
55,37,25,88,ON
13,41,48,83,ON
12,8,29,59,ON
80,20,37,85,ON
90,31,55,38,OFF
75,28,24,43,ON
55,12,41,55,ON
81,38,34,46,ON
79,33,58,62,ON
71,14,24,68,OFF
83,8,47,63,OFF
38,10,38,38,ON
44,0,62,47,OFF
11,34,35,37,ON
51,27,31,22,ON
88,6,60,97,OFF
13,8,30,46,ON
14,41,54,69,ON
26,5,38,18,ON
23,26,26,40,OFF
28,44,28,44,ON
47,29,31,59,OFF
22,8,41,71,OFF
85,18,42,73,ON
21,12,33,53,ON
89,33,69,24,OFF
34,18,69,69,ON
22,19,22,61,OFF
84,18,26,5,OFF
69,15,61,104,OFF
85,1,68,71,OFF
77,22,57,67,OFF
90,2,41,0,OFF
54,6,52,95,OFF
41,33,25,22,ON
3,19,61,97,OFF
35,42,64,13,ON
51,28,46,74,ON
28,24,35,89,ON
76,19,60,42,OFF
29,30,38,4,ON
33,39,21,39,ON
71,17,65,89,ON
48,4,64,40,ON
83,6,53,30,OFF
64,17,24,32,OFF
19,11,55,19,ON
16,15,51,51,ON
70,36,37,33,OFF
80,0,61,105,OFF
8,8,42,35,OFF
61,44,51,91,OFF
30,39,67,43,ON
24,26,54,78,ON
69,28,50,84,ON
60,36,32,23,OFF
37,4,51,109,OFF
35,45,60,47,ON
13,22,70,47,ON
4,6,39,98,OFF
30,27,32,87,ON
55,18,65,97,OFF
69,23,53,94,OFF
22,26,32,32,ON
88,26,66,70,ON
47,33,24,110,OFF
42,26,56,69,ON
81,14,32,64,ON
56,2,25,63,OFF
76,26,70,40,ON
66,18,58,98,OFF
87,13,69,18,OFF
30,26,55,14,ON
78,24,44,70,ON
48,14,57,42,OFF
39,44,55,48,ON
83,29,33,101,OFF
84,20,60,3,OFF
54,42,64,56,ON
16,8,69,93,OFF
73,42,60,22,OFF
57,29,65,4,ON
32,36,23,87,ON
81,2,62,1,OFF
47,31,67,3,ON
54,38,60,94,OFF
27,24,30,67,OFF
60,24,66,66,ON
37,3,33,1,OFF
58,18,53,61,OFF
57,8,39,55,ON
1,29,37,108,OFF
4,43,43,39,ON
39,35,57,92,OFF
44,19,54,93,OFF
70,17,40,54,ON
62,38,50,51,ON
83,36,65,70,ON
66,6,67,74,ON
70,11,29,56,OFF
32,5,59,3,OFF
20,6,49,77,ON
51,5,65,29,ON
9,2,38,88,ON
53,33,63,54,ON
45,43,34,30,ON
68,22,44,103,OFF
77,40,40,80,ON
79,1,46,76,OFF
64,11,54,90,OFF
50,27,43,48,ON
39,2,32,53,ON
27,19,25,60,OFF
79,6,45,80,OFF
63,7,70,35,OFF
34,28,53,15,ON
12,5,46,84,ON
86,21,25,39,OFF
60,19,20,69,OFF
46,5,44,7,OFF
70,32,41,52,ON
69,24,62,16,OFF
21,21,24,66,OFF
12,21,25,47,ON
43,7,40,79,OFF
5,11,37,25,ON
47,2,60,59,OFF
48,34,55,85,ON
79,36,29,35,OFF
51,10,53,95,OFF
2,23,46,36,ON
17,33,37,21,ON
77,29,39,38,OFF
25,21,25,78,OFF
7,7,25,6,OFF
64,38,58,60,ON
24,28,53,46,ON
13,31,43,85,ON
46,27,44,17,ON
68,7,54,1,OFF
47,12,61,81,OFF
2,19,68,92,OFF
67,2,64,89,ON
26,11,40,77,ON
87,41,20,4,OFF
23,7,33,57,ON
46,10,36,107,OFF
30,40,68,79,ON
72,18,22,91,OFF
56,2,51,69,OFF
69,30,42,16,OFF
42,25,45,80,ON
29,21,58,77,OFF
6,15,38,89,ON
48,41,59,56,ON
44,5,28,3,OFF
80,38,39,103,OFF
30,22,44,75,ON
41,11,21,87,OFF
61,13,67,60,ON
28,6,59,86,OFF
13,9,65,27,ON
14,13,47,91,OFF
31,31,56,107,OFF
50,22,54,44,OFF
30,12,31,21,ON
80,12,27,110,OFF
35,38,20,64,ON
4,6,28,33,ON
79,24,53,21,OFF
66,30,59,91,OFF
15,3,22,54,ON
67,24,37,76,ON
4,13,27,8,ON
65,42,29,95,OFF
63,2,40,97,OFF
67,5,62,40,OFF
61,6,43,49,OFF
39,16,49,67,OFF
33,12,66,60,ON
45,44,41,87,ON
24,10,54,49,OFF
55,9,51,23,ON
41,38,22,73,ON
72,30,37,41,ON
10,17,65,8,ON
52,21,32,96,OFF
75,44,27,39,OFF
90,30,45,101,OFF
28,16,59,98,OFF
62,6,60,69,OFF
60,39,70,34,OFF
74,0,36,105,OFF
44,6,35,69,ON
60,6,63,50,OFF
65,32,24,109,OFF
14,22,46,6,ON
32,12,47,90,OFF
84,41,61,98,OFF
42,18,44,59,ON
73,39,43,73,ON
55,42,21,0,ON
17,43,46,37,ON
61,21,52,65,ON
32,6,57,21,ON
89,32,67,24,OFF
24,6,51,1,OFF
43,28,63,1,ON
44,42,51,83,ON
60,1,49,59,OFF
44,9,43,17,OFF
80,34,56,19,OFF
44,11,32,94,OFF
6,36,47,22,ON
50,13,39,22,ON
53,12,26,48,OFF
42,45,31,88,ON
55,8,24,59,OFF
40,31,27,20,ON
1,16,41,64,ON
14,42,69,65,ON
47,37,70,44,ON
75,38,21,2,OFF
14,21,48,71,ON
38,37,55,41,ON
74,19,42,26,OFF
24,17,24,83,OFF
30,23,44,70,ON
23,44,50,2,ON
67,12,31,24,OFF
7,0,69,41,ON
51,44,42,4,ON
86,32,54,60,ON
18,31,51,97,OFF
4,9,34,10,OFF
35,34,45,72,ON
22,32,62,83,ON
8,15,51,18,ON
23,34,28,51,ON
41,14,59,96,OFF
57,1,41,96,OFF
18,22,50,87,ON
70,34,32,99,OFF
77,42,32,88,ON
37,35,42,45,ON
9,38,35,48,ON
1,23,58,16,ON
40,34,47,80,ON
67,43,21,69,ON
13,1,22,14,ON
28,42,30,30,ON
26,15,27,93,OFF
85,31,68,99,OFF
25,41,54,89,ON
77,1,33,70,ON
54,39,31,67,ON
45,34,67,35,ON
52,19,28,20,ON
14,17,20,35,ON
31,38,49,93,OFF
84,26,47,8,OFF
70,32,35,39,OFF
20,13,66,97,OFF
41,13,50,101,OFF
2,23,31,90,ON
64,29,57,87,ON
39,36,51,92,OFF
11,28,60,83,ON
39,43,47,52,ON
15,10,28,98,OFF
35,27,37,52,ON
34,8,60,48,OFF
17,19,56,97,OFF
60,30,67,52,ON
65,39,45,4,ON
77,30,27,23,OFF
15,33,27,34,ON
41,23,25,102,OFF
34,29,65,68,ON
57,30,47,96,OFF
78,37,61,38,OFF
90,10,49,21,OFF
56,7,63,68,OFF
39,26,40,55,ON
58,25,37,13,ON
32,24,44,84,ON
38,14,46,29,ON
27,32,34,54,ON
11,39,59,71,ON
49,9,44,86,OFF
1,26,23,10,ON
87,24,35,7,OFF
57,11,61,29,ON
90,28,70,34,OFF
75,8,52,79,OFF
2,7,44,38,ON
47,27,44,66,ON
54,21,23,14,ON
20,18,24,42,ON
76,31,38,83,ON
85,16,22,33,OFF
38,31,47,59,ON
10,32,69,31,ON
8,34,42,100,OFF
14,31,59,30,ON
45,33,66,79,ON
30,22,50,96,OFF
35,3,33,22,ON
84,30,31,79,OFF
63,33,67,76,ON
16,31,49,79,ON
19,20,57,43,ON
26,6,29,93,OFF
82,24,35,5,OFF
51,23,37,21,ON
74,39,30,94,OFF
3,43,42,108,OFF
31,17,61,17,OFF
8,7,21,39,ON
82,23,28,13,OFF
56,25,55,76,ON
21,33,50,44,ON
87,39,25,59,ON
48,28,36,3,ON
14,23,46,94,OFF
90,11,51,92,OFF
21,29,51,40,ON
75,45,69,86,ON
12,43,36,52,ON
71,9,62,89,OFF
44,8,33,42,ON
62,5,29,52,OFF
82,21,34,25,OFF
19,34,65,83,ON
71,35,45,78,ON
21,32,20,73,ON
38,20,69,82,ON
13,41,54,71,ON
79,33,61,78,ON
20,4,60,0,OFF
52,26,56,69,ON
58,5,57,21,ON
2,6,53,21,ON
16,12,44,67,ON
42,16,28,36,ON
56,20,35,55,ON
8,1,59,110,OFF
66,18,51,7,ON
28,22,22,44,OFF
90,18,39,77,ON
51,4,65,99,OFF
51,25,34,48,ON
28,10,54,93,OFF
38,41,54,50,ON
51,32,31,87,ON
17,23,47,101,OFF
68,38,33,39,OFF
5,29,67,56,ON
3,9,27,77,ON
37,21,26,17,ON
62,27,61,48,OFF
43,32,53,97,OFF
79,2,53,21,OFF
31,24,62,76,OFF
20,23,45,42,ON
16,13,63,103,OFF
67,25,26,84,OFF
69,19,62,33,OFF
62,25,27,44,OFF
38,38,31,21,ON
7,6,37,93,OFF
15,30,33,83,ON
80,8,57,21,OFF
74,12,69,109,OFF
3,30,22,101,OFF
79,29,51,27,OFF
22,31,70,79,ON
33,14,23,44,OFF
15,8,63,24,OFF
48,34,55,50,ON
84,26,30,106,OFF
25,43,54,88,ON
58,18,42,21,ON
27,32,56,25,ON
85,14,34,46,ON
85,6,30,21,OFF
18,16,36,29,OFF
72,33,50,101,OFF
60,24,50,69,ON
81,24,45,55,ON
77,34,25,1,OFF
32,44,49,60,ON
29,2,47,85,OFF
56,38,66,35,ON
33,34,52,34,ON
42,27,43,95,OFF
84,35,27,5,OFF
69,40,60,80,ON
45,27,28,91,OFF
26,10,52,3,OFF
62,33,61,3,ON
30,41,54,28,ON
62,16,70,67,ON
13,33,37,40,ON
30,17,46,38,OFF
44,27,24,39,ON
83,43,29,63,ON
30,37,48,104,OFF
19,26,62,82,ON
44,1,28,29,OFF
24,33,23,16,ON
34,38,28,55,ON
30,44,20,9,ON
4,28,55,12,ON
27,32,50,90,ON
82,9,43,63,OFF
55,38,25,70,ON
22,42,23,90,ON
6,27,58,89,ON
85,14,24,30,OFF
12,25,39,19,OFF
65,15,49,49,OFF
85,33,44,91,OFF
20,30,21,31,ON
77,27,57,53,ON
77,22,49,51,ON
68,43,37,66,ON
77,13,47,96,OFF
18,13,60,1,ON
43,33,20,67,ON
49,44,21,66,ON
2,9,43,41,ON
41,21,50,108,OFF
12,44,50,14,ON
44,43,23,52,ON
66,30,36,62,ON
89,0,41,88,OFF
50,31,33,18,ON
45,8,32,66,ON
43,16,43,110,OFF
1,9,38,63,ON
56,16,39,108,OFF
26,8,22,65,OFF
79,35,29,55,ON
38,32,67,21,ON
41,11,47,108,OFF
9,37,54,35,ON
81,37,53,31,OFF
32,25,53,39,OFF
80,2,61,18,OFF
31,16,38,49,ON
23,21,40,104,OFF
56,10,63,53,OFF
40,12,47,88,OFF
89,25,64,12,OFF
67,45,54,70,ON
53,43,51,6,ON
21,15,70,95,OFF
44,25,65,2,ON
30,18,33,12,ON
13,38,41,26,ON
59,36,59,51,ON
30,42,42,16,ON
22,15,28,91,OFF
44,26,28,27,ON
40,9,29,43,OFF
10,29,27,30,ON
39,16,38,101,OFF
35,28,65,75,ON
36,39,27,11,ON
1,26,41,23,ON
43,30,49,85,ON
37,12,41,12,ON
16,17,33,61,ON
16,16,25,57,ON
26,43,23,98,OFF
72,9,62,74,OFF
65,34,47,29,OFF
3,2,30,89,ON
77,33,53,48,ON
61,9,47,31,OFF
19,14,55,89,ON
9,40,27,73,ON
6,0,36,3,OFF
78,4,34,105,OFF
57,14,49,3,ON
7,45,59,2,ON
76,4,60,63,OFF
15,21,36,92,OFF
75,39,37,67,ON
71,12,20,57,OFF
20,35,54,25,ON
76,36,34,9,OFF
17,43,45,78,ON
42,3,69,93,OFF
44,17,47,45,ON
58,39,62,58,ON
56,26,38,73,ON
14,2,46,50,ON
46,43,55,1,ON
43,35,70,90,ON
5,21,69,14,ON
53,23,22,53,ON
70,39,23,33,OFF
34,9,28,41,OFF
57,6,20,29,ON
48,40,21,62,ON
38,19,41,99,OFF
6,25,69,64,ON
9,32,38,9,ON
46,35,56,42,ON
51,38,50,26,ON
62,4,31,74,OFF
65,16,67,56,ON
52,37,61,15,ON
88,4,39,69,OFF
59,1,55,35,OFF
52,43,52,83,ON
24,6,28,87,OFF
64,33,69,98,OFF
68,0,56,30,OFF
87,23,24,44,OFF
77,3,25,57,OFF
26,14,63,35,ON
15,19,63,85,ON
22,37,67,3,ON
81,20,28,20,OFF
26,24,52,81,ON
46,16,41,36,OFF
56,43,38,39,ON
58,6,43,91,OFF
38,1,45,28,OFF
54,31,70,57,ON
88,39,34,108,OFF
24,32,48,26,ON
80,42,50,97,OFF
32,32,63,32,ON
29,45,58,42,ON
47,11,39,12,ON
25,36,28,22,ON
38,26,53,58,ON
89,11,56,34,OFF
45,10,50,22,ON
11,23,40,49,ON
18,36,50,21,ON
40,8,52,8,OFF
89,2,32,101,OFF
61,29,25,21,OFF
65,42,35,106,OFF
48,22,20,72,ON
55,45,30,32,ON
68,6,62,58,OFF
20,36,65,56,ON
76,31,28,51,ON
51,44,48,50,ON
88,36,46,46,ON
85,43,26,100,OFF
31,0,68,56,OFF
42,32,44,73,ON
6,11,30,11,ON
63,33,38,106,OFF
82,36,24,107,OFF
14,20,68,36,ON
66,13,62,12,OFF
73,26,32,26,OFF
5,33,24,63,ON
84,0,57,8,OFF
18,11,30,99,OFF
70,28,33,12,OFF
40,26,29,50,OFF
33,39,60,104,OFF
50,15,39,59,ON
43,4,25,80,OFF
53,31,64,59,ON
71,9,25,98,OFF
57,3,33,105,OFF
46,16,27,16,ON
64,0,64,110,OFF
39,9,53,27,OFF
54,4,32,101,OFF
9,9,30,86,ON
37,32,30,24,ON
84,38,56,84,ON
4,10,61,80,ON
68,17,62,60,OFF
53,8,34,2,OFF
90,40,36,108,OFF
68,39,68,45,ON
30,14,41,44,ON
20,43,22,32,ON
4,5,23,57,ON
45,0,63,73,OFF
31,31,46,108,OFF
84,4,31,86,OFF
90,38,22,18,OFF
50,36,40,87,ON
41,36,41,58,ON
19,45,29,50,ON
40,3,24,80,OFF
31,19,27,36,ON
63,17,25,107,OFF
81,17,48,1,OFF
18,38,22,82,ON
17,44,63,64,ON
5,0,33,26,OFF
78,0,32,42,OFF
36,44,45,101,OFF
50,19,23,66,OFF
89,38,61,106,OFF
4,21,60,71,ON
51,3,70,101,OFF
85,33,51,22,OFF
45,5,52,47,OFF
69,36,70,109,OFF
54,27,27,46,ON
35,35,32,28,ON
31,35,22,21,ON
53,19,29,98,OFF
59,33,44,106,OFF
51,11,56,91,OFF
8,16,39,79,ON
3,36,62,57,ON
4,38,55,75,ON
49,7,69,28,ON
43,0,58,82,OFF
51,31,23,81,ON
78,30,51,57,ON
14,42,41,45,ON
15,19,35,26,ON
48,41,25,17,ON
73,42,41,94,OFF
41,23,36,78,ON
47,8,40,74,OFF
89,39,48,97,OFF
84,2,68,87,OFF
82,0,64,60,OFF
80,5,58,6,OFF
68,9,24,84,OFF
52,5,24,24,ON
9,0,26,49,ON
36,23,34,31,ON
35,12,61,55,OFF
18,25,31,105,OFF
49,10,31,64,OFF
53,8,31,17,ON
43,3,55,59,OFF
18,0,30,68,ON
2,43,70,110,OFF
56,44,31,41,ON
20,18,56,82,ON
57,2,44,66,OFF
27,11,63,3,ON
87,4,59,104,OFF
81,36,44,109,OFF
60,15,24,62,OFF
37,7,41,80,OFF
48,22,55,108,OFF
22,5,44,19,ON
42,43,51,66,ON
9,3,34,44,ON
13,4,66,5,OFF
76,45,57,11,OFF
89,34,39,71,ON
63,5,33,23,OFF
14,6,28,63,ON
52,6,26,82,OFF
38,1,70,13,ON
70,8,52,52,OFF
9,23,44,57,ON
65,11,66,74,ON
68,8,68,63,ON
46,26,48,85,ON
49,23,49,93,OFF
76,32,30,106,OFF
81,37,34,56,ON
81,22,49,21,OFF
42,8,27,24,OFF
53,13,21,66,OFF
48,5,28,65,OFF
39,5,61,55,OFF
83,42,70,36,OFF
43,4,66,105,OFF
55,32,55,42,ON
39,5,54,97,OFF
65,15,46,70,ON
76,15,27,40,OFF
49,38,69,96,OFF
43,33,59,65,ON
50,34,55,20,ON
27,0,70,0,OFF
55,7,26,99,OFF
50,14,34,44,ON
67,40,58,56,ON
83,9,61,19,OFF
2,24,22,110,OFF
18,0,33,18,OFF
29,9,48,101,OFF
67,45,33,71,ON
32,35,49,43,ON
82,22,57,109,OFF
18,27,36,85,ON
34,28,27,31,ON
15,40,57,15,ON
77,28,62,18,OFF
73,39,38,107,OFF
38,1,39,65,OFF
45,13,55,72,OFF
53,18,26,102,OFF
4,40,44,63,ON
37,9,57,13,OFF
31,31,54,99,OFF
73,23,47,26,OFF
65,12,24,26,OFF
38,7,28,67,OFF
74,32,59,8,OFF
24,34,53,40,ON
71,15,52,71,OFF
23,44,61,94,OFF
44,30,56,75,ON
76,11,64,71,ON
85,39,29,71,ON
34,4,39,104,OFF
49,20,70,31,ON
47,26,22,3,ON
29,11,47,38,ON
59,7,49,43,OFF
29,27,42,26,ON
40,18,53,71,OFF
16,15,33,16,ON
30,30,25,72,ON
16,32,69,24,ON
46,29,61,102,OFF
7,8,56,44,ON
82,11,21,73,OFF
4,14,34,76,ON
1,38,64,108,OFF
77,30,63,35,OFF
12,11,20,58,ON
42,3,56,28,ON
47,25,41,106,OFF
27,2,38,67,OFF
55,42,42,81,ON
9,40,48,29,ON
12,16,31,92,OFF
52,19,29,54,OFF
21,30,43,15,ON
51,8,65,74,ON
30,23,65,102,OFF
90,23,36,15,OFF
87,14,49,107,OFF
28,3,59,74,OFF
1,27,39,11,ON
77,34,47,50,ON
61,36,63,15,OFF
23,44,62,56,ON
29,6,51,51,OFF
15,4,21,21,ON
57,14,59,2,ON
86,21,28,50,OFF
42,18,27,66,OFF
3,7,34,78,ON
6,26,57,58,ON
14,24,42,34,OFF
6,27,36,97,OFF
1,4,56,91,OFF
51,14,50,106,OFF
14,23,40,66,ON
39,6,32,45,ON
39,14,69,7,ON
51,11,55,105,OFF
2,12,56,94,OFF
64,37,47,9,ON
48,6,43,84,OFF
31,23,68,12,ON
1,42,26,32,ON
21,16,42,23,OFF
26,18,70,19,ON
72,5,48,23,OFF
59,27,53,12,ON
51,12,33,57,ON
75,37,26,91,OFF
4,43,23,32,ON
30,30,34,84,ON
28,45,66,39,ON
16,13,33,95,OFF
54,1,49,110,OFF
77,6,50,41,OFF
90,32,28,68,ON
41,21,48,42,ON
24,37,44,78,ON
10,15,22,62,ON
70,21,69,55,ON
1,31,20,102,OFF
73,0,38,106,OFF
84,35,54,28,OFF
13,29,46,61,ON
75,23,67,56,ON
18,2,23,46,ON
4,16,31,102,OFF
70,45,33,74,ON
33,5,33,18,ON
80,37,37,63,ON
23,27,31,2,ON
18,6,27,95,OFF
50,17,31,9,ON
88,41,20,1,OFF
42,19,43,90,ON
31,18,56,110,OFF
24,38,20,18,ON
76,11,69,105,OFF
65,7,36,62,ON
8,42,51,27,ON
26,7,60,2,OFF
18,20,69,68,ON
26,34,30,67,ON
49,40,30,55,ON
43,29,31,56,OFF
84,35,58,85,ON
82,17,48,10,OFF
25,11,40,28,ON
30,32,34,83,ON
40,8,32,8,OFF
72,14,59,33,OFF
21,7,44,16,ON
30,43,55,86,ON
5,16,46,109,OFF
19,30,68,67,ON
27,2,36,57,OFF
55,41,23,24,ON
90,45,54,22,OFF
63,20,21,15,OFF
75,33,58,65,ON
73,9,45,12,OFF
29,3,28,21,ON
1,45,24,39,ON
36,11,67,85,ON
37,45,53,103,OFF
50,22,51,51,ON
74,2,28,55,OFF
78,44,42,7,OFF
29,8,40,100,OFF
73,24,23,0,OFF
32,8,50,38,OFF
66,42,38,44,ON
40,21,52,50,ON
75,14,55,88,OFF
45,37,62,107,OFF
20,40,21,92,OFF
50,12,66,15,ON
41,30,47,86,ON
24,26,32,74,ON
24,14,24,98,OFF
2,15,47,79,ON
41,10,59,50,OFF
63,0,21,98,OFF
82,27,59,80,ON
72,7,42,110,OFF
48,16,64,47,ON
24,1,58,7,OFF
45,17,56,10,OFF
52,7,29,45,OFF
67,42,53,109,OFF
22,8,50,86,OFF
2,45,32,67,ON
54,40,24,59,ON
59,17,45,61,ON
66,21,67,36,OFF
6,44,52,55,ON
46,33,22,30,ON
17,44,21,71,ON
6,5,28,89,ON
53,7,37,22,ON
28,30,30,50,OFF
19,37,58,4,ON
82,22,67,10,OFF
36,13,41,92,OFF
7,17,27,47,ON
8,26,28,67,ON
78,5,46,56,OFF
2,6,27,44,ON
76,42,66,12,OFF
87,31,52,105,OFF
87,6,61,56,OFF
61,17,28,74,OFF
40,10,49,11,ON
82,14,22,47,OFF
25,30,45,1,ON
67,9,29,87,OFF
1,20,24,65,ON
65,38,21,69,ON
10,40,43,75,ON
28,27,50,102,OFF
72,1,47,95,OFF
5,40,47,78,ON
14,19,37,41,ON
66,29,38,77,ON
2,28,44,52,ON
8,1,20,105,OFF
33,45,45,92,OFF
72,22,68,45,ON
44,41,36,101,OFF
26,18,33,62,ON
78,40,67,22,OFF
28,30,49,40,ON
19,36,22,60,ON
54,24,43,40,ON
25,39,51,102,OFF
58,34,20,54,ON
24,40,48,33,ON
71,33,24,40,ON
70,25,52,9,OFF
33,28,38,80,ON
76,11,25,23,OFF
6,45,28,41,ON
19,25,68,110,OFF
64,23,59,31,OFF
86,16,30,68,OFF
59,19,39,90,ON
36,19,21,88,OFF
33,25,65,48,ON
10,41,60,52,ON
33,11,52,60,OFF
31,22,70,5,ON
32,42,23,68,ON
27,6,48,22,ON
39,41,56,45,ON
43,43,45,48,ON
69,2,36,31,OFF
15,16,36,78,ON
23,32,25,77,ON
77,1,49,63,OFF
29,26,21,18,ON
82,3,62,13,OFF
37,7,34,94,OFF
19,30,53,92,OFF
50,17,39,85,ON
78,45,33,55,ON
67,26,53,28,OFF
59,40,23,104,OFF
80,7,48,63,OFF
67,19,65,6,ON
43,5,67,94,OFF
2,25,40,37,OFF
86,12,55,21,OFF
71,35,50,28,OFF
5,6,20,99,OFF
5,42,56,65,ON
64,1,21,80,OFF
83,42,56,44,ON
33,22,26,97,OFF
44,38,60,30,ON
70,3,29,52,OFF
78,7,41,51,OFF
73,37,31,21,OFF
47,1,68,79,OFF
10,40,25,48,ON
12,4,37,88,ON
50,18,25,104,OFF
1,2,35,22,ON
85,32,50,98,OFF
24,32,43,6,ON
11,31,24,15,ON
52,16,50,59,OFF
19,38,33,71,ON
82,6,67,23,OFF
85,33,65,47,ON
22,39,49,53,ON
32,35,26,64,ON
15,37,55,54,ON
10,8,58,61,ON
28,12,45,34,ON
89,15,26,64,OFF
78,41,54,61,ON
82,24,27,49,OFF
75,13,57,32,OFF
53,16,36,16,ON
36,39,56,91,OFF
6,37,27,88,ON
81,8,48,71,OFF
35,11,30,52,OFF
87,7,46,13,OFF
46,0,54,93,OFF
75,44,69,12,OFF
58,16,35,51,ON
90,9,64,4,OFF
59,12,69,77,ON
24,7,53,34,ON
67,13,57,45,OFF
23,14,45,100,OFF
86,10,51,11,OFF
7,8,37,77,ON
86,18,62,7,OFF
79,15,32,44,ON
58,4,54,25,ON
77,30,27,101,OFF
68,22,52,8,ON
30,38,43,81,ON
90,8,23,73,OFF
46,39,58,84,ON
39,29,52,14,ON
29,8,62,18,OFF
47,5,35,28,ON
23,28,63,84,OFF
46,3,41,102,OFF
71,43,46,64,ON
48,16,63,64,OFF
81,8,49,69,OFF
76,36,45,32,OFF
83,34,35,16,OFF
7,44,60,92,OFF
43,33,49,29,ON
47,13,68,77,ON
3,43,30,85,ON
44,36,57,31,ON
6,10,39,96,OFF
12,39,51,0,ON
36,15,29,19,ON
15,27,46,65,ON
56,10,24,62,OFF
43,10,35,73,ON
27,18,44,58,ON
85,38,21,55,ON
40,23,20,59,ON
16,10,67,82,ON
16,42,51,23,ON
57,27,70,30,ON
69,10,54,91,OFF
